run	imp	exit_code	ins_theta	ins_shape	ins_scale	ins_e	del_theta	del_shape	del_scale	del_e	lnL	sim_ins_theta	sim_del_theta	sim_ins_shape	sim_del_shape	sim_ins_scale	sim_del_scale	sim_ins_e	sim_del_e	model	rep
80	1	3	0.000498088646869951	0.576336326529553	7.95508709481873	0.0798802532510951	0.000993639746819304	0.257285279086963	45.1431964436144	0.0408856883232145	630495.649944395	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep11
176	1	3	0.000487856891196727	0.58929429061917	6.92857784674948	0.0774304039680448	0.00100945349798008	0.241348213479826	56.9031199744366	0.0387126121142495	630767.82620639	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep12
128	1	3	0.000497124019908623	0.476449253112792	10.8731176389882	0.0799981250498742	0.000976497652258916	0.247318598528005	44.3546549175846	0.0410084407435668	627450.385275558	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep13
154	1	3	0.00050103474402227	0.494708127276341	10.4166627058529	0.0782809075483598	0.000996026774106047	0.24156919081158	52.896441478717	0.0393645906043276	629071.346839807	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep14
92	1	3	0.000515453983589703	0.449379374513035	14.0441105151028	0.0774753959347509	0.00102296437399373	0.224422734762871	76.2900869693968	0.0403282713653051	626878.793584913	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep15
6	1	3	0.000514630514078666	0.407137604301893	16.4549553393151	0.080448180140111	0.000998561463413857	0.249237882799289	47.925388214267	0.0398693385910854	632299.513115778	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep16
140	1	3	0.000499892830815601	0.553267680377027	8.9255622852134	0.0791431147995191	0.000967865444866728	0.252533217780034	40.5428549024824	0.039956915878844	627273.923711762	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep17
190	1	3	0.00048804524177223	0.584891928581323	7.09934004743528	0.0807833273879479	0.000986342072658642	0.284373886603811	32.9662418377257	0.0411370101730438	635276.030460405	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep18
48	1	3	0.000501451268778507	0.455388917584007	11.316537538114	0.080726091034909	0.00102376175933596	0.227879970855564	73.8469851141909	0.0381319228951284	629031.294747184	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep19
63	1	3	0.000502805552340928	0.411061442369003	14.235322079577	0.0783006680507745	0.00102226283605537	0.223093357583064	74.5823906174399	0.0386207786289218	629015.171721963	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep20
185	1	3	0.000519647121072854	0.434201771140503	15.6073408083398	0.0833978738629868	0.000969171754984185	0.271491955410494	35.0908954072603	0.0408148966199885	628454.256581741	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep21
116	1	3	0.000513071013148027	0.451721567186819	12.9104733256436	0.0829722209346553	0.000974643093304536	0.275396381620899	35.564164315486	0.0395187868080263	630795.975670469	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep22
63	1	3	0.000501638776087638	0.582002841175267	8.31970650786037	0.0801985595034319	0.000966846062777203	0.297242211770223	30.4964937942847	0.0400126144523455	625201.675558616	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep23
105	1	3	0.000492896212279111	0.505294842907306	9.35897935403059	0.0807167055850604	0.000989537719712493	0.264287098103563	42.0987517737812	0.0407562714225495	628244.465962886	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep24
174	1	3	0.000504285676803526	0.568421414390174	8.93361529776321	0.0792309290674865	0.00101472490048792	0.242910841280827	57.9910814513901	0.0415591354709385	629156.31783116	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep25
140	1	3	0.000491660707862557	0.484697538096365	9.91779293615345	0.0800869698331946	0.00100041703071665	0.264918763377378	43.7352849515621	0.0389017529132102	629916.974716182	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep26
1	1	3	0.000485728858179653	0.582592516133873	7.24204335107907	0.0734950373611512	0.00102192550635787	0.231652089259077	66.1779174053528	0.0394146468580826	629976.19971071	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep27
30	1	3	0.000509758740695204	0.439757592119833	13.055504549235	0.0814050949357654	0.00102392793154802	0.241996818209733	62.4840764989126	0.0397037191277593	631280.846070391	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep28
20	1	3	0.00051261761889144	0.436237326630445	14.3375752001551	0.0753223812349471	0.00098749736199266	0.253904228761856	43.6382296414474	0.0388033147514511	631769.05359303	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep29
116	1	3	0.000496182781895782	0.551995410758425	8.28554958702667	0.0780712484033837	0.0010143062200367	0.254531695616878	52.4380240108719	0.0396264904293096	630618.906282784	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep30
50	1	3	0.000511958927356198	0.414648007530121	14.3519416141086	0.0812159544094605	0.00101928914083618	0.242168689678028	59.4250800107144	0.0384987491947415	633923.117682443	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep31
101	1	3	0.000497933186157984	0.481369827425153	10.5851142812544	0.0777344754174346	0.00102229445284612	0.232707673234517	64.6724791444675	0.0397995400646169	632258.170236541	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep32
138	1	3	0.000499384749583977	0.531475503935747	9.03842603084901	0.0815796815232267	0.00100078695281766	0.249332953300867	51.5204884161253	0.0397502661633898	628909.070702089	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep33
21	1	3	0.000495703602730695	0.432085217769832	11.813492276067	0.0807973375544181	0.000997501147275209	0.258698202826696	46.5669535540756	0.0389582656601764	629193.729185041	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep34
130	1	3	0.000497857870622743	0.506715125698954	9.60800534071506	0.079755107160938	0.00101806107622975	0.246050528345305	55.5041488253062	0.0418292000068893	633023.881957026	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep35
194	1	3	0.00048379441379699	0.61108083193555	6.65639071306334	0.0755385830701238	0.00102771326461711	0.236135775108162	66.0833821834178	0.0420051656689662	628935.817471897	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep36
192	1	3	0.00048855284005025	0.623541587932514	6.59138288004586	0.0781704136587862	0.00101793569507069	0.24302662752576	57.1660862603384	0.0407298818705205	632126.609365893	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep37
113	1	3	0.000498946156298955	0.454883654683404	11.563415688489	0.0805257696853603	0.00100967309245708	0.253055475137669	50.9906045570187	0.0385509404481361	630799.983793737	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep38
127	1	3	0.000506112774985669	0.4199733140875	13.8286768429898	0.0796636848613697	0.000977457592876667	0.255853868452984	42.9407998939203	0.0389778166569123	627727.789785449	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep39
19	1	3	0.000530814354942672	0.402763230732911	18.1557621189426	0.0822036673144412	0.00101263914299752	0.230568148993256	65.4030953523628	0.0390724402938858	632205.2200629	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep40
64	1	3	0.00050583437058852	0.520136104517773	9.83597724208037	0.0825233863668422	0.00100925493724099	0.23788849902813	58.2288551377885	0.0403332546941769	631970.395651145	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep41
80	1	3	0.000509974851031011	0.417757625478514	14.4606579023396	0.0792920604983566	0.000992854013751368	0.240265257049954	52.5148554755336	0.0404783094806384	629986.484421851	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep42
14	1	3	0.000503122898116928	0.617640503347238	7.33400611759573	0.0775545137150306	0.00102764475986359	0.242616879477815	61.8463508236215	0.0406927414010843	633839.335930602	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep43
150	1	3	0.000508615110464622	0.472183974329925	11.1319864004414	0.0790426736263575	0.000963891941442669	0.257431803806839	38.0297393675096	0.0383185760840937	632129.450097094	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep44
61	1	3	0.000502385759338379	0.551149324236695	8.73883495043781	0.0767168063391583	0.00100038160762173	0.230226153302575	59.113750052703	0.0400290249690949	632126.59455685	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep45
5	1	3	0.000499609086304177	0.507135032455403	9.41141658529296	0.0828350216495957	0.00100680994347789	0.25173060217496	50.7146164209202	0.0399981792565017	632672.117639585	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep46
129	1	3	0.000493276766688139	0.512441412587748	9.38952447193993	0.0766260092047991	0.000982457321017852	0.254212136585682	42.7851661293889	0.0431833620314074	628577.729140879	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep47
180	1	3	0.000501337335842793	0.471218542488826	10.705860665104	0.0848470979058234	0.00100056742197489	0.269897729413033	44.2811817177513	0.0395272102748987	628894.258702763	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep48
111	1	3	0.000501570078996187	0.477336469724357	10.3326373343466	0.079477367221314	0.00098642545317537	0.272759321288725	39.0507955352243	0.0387915061172788	631540.441502261	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep49
176	1	3	0.000509337048689869	0.411485097944005	14.7476609898864	0.080656043683775	0.00103268144553074	0.239067575585158	66.6777613195674	0.0412902785284286	631335.029930225	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep50
182	1	3	0.000514096130645736	0.416565982972162	14.347671068338	0.0805508968045547	0.000983522870280573	0.25878888147444	42.3484758745988	0.0363217747212389	633102.584331752	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep51
26	1	3	0.000501645089026713	0.474809879402876	10.8997065799748	0.0782697634487076	0.000987752479583129	0.255189099172286	44.2335084837226	0.0381874743487335	631098.028726949	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep52
160	1	3	0.000504072429646645	0.51999398716947	9.68197279822714	0.0796401375005136	0.000981682703792098	0.271030216904177	36.742390254245	0.0392563792423582	633458.755239297	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep53
105	1	3	0.000496396899852345	0.448141531967804	12.0132053360781	0.0781953097706746	0.00101882363977143	0.223064571114525	73.9936884141593	0.0382475732531048	626477.65846453	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep54
79	1	3	0.000482472474200534	0.64298799863212	6.1513306457672	0.0752466328993823	0.000988568730491944	0.253828614768721	44.2775389281181	0.041700070137304	628828.74930938	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep55
27	1	3	0.00049144543714603	0.634157728671948	6.63595257697438	0.0754197254420221	0.00100291068258454	0.241922794946655	54.0126799403511	0.0400282000887083	630354.019047531	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep56
18	1	3	0.000507061026170463	0.4574731826449	12.8683993635883	0.0760941204957361	0.000997833315669114	0.245747231843151	51.248808038228	0.0401179223562779	628341.173664231	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep57
149	1	3	0.000502920988516015	0.448386273284088	11.9358260872221	0.0815215658678131	0.00102630520194342	0.243489958990639	60.4343955744049	0.0379655138944867	633472.939652308	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep58
55	1	3	0.000496616931786184	0.463279649194735	11.2584899951082	0.0818793793432241	0.000985284987296452	0.25884611373383	41.8942232761908	0.0384014666594288	629469.420275058	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep59
35	1	3	0.000502163433901336	0.534254526055317	9.26426121791655	0.0829102684035902	0.000995491311360162	0.263549400789209	42.2944914750763	0.0416912435002116	632392.726696246	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep60
85	1	3	0.000496372387200769	0.517674866740386	9.12112297528781	0.0815071912677813	0.000997482627840038	0.26100733718902	43.751418857812	0.0396017938842982	632451.042148126	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep61
29	1	3	0.000494073805900262	0.497525572312826	9.28461433927073	0.0823905457571502	0.00101405198188869	0.249331746918704	53.753484917023	0.0408014617255899	632137.4505599	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep62
144	1	3	0.000498138215753938	0.576742376214236	8.17275193656323	0.0777283637675873	0.00100536405129289	0.244494166303625	53.4556012424657	0.0402326145132248	630288.103625422	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep63
81	1	3	0.000517385046779048	0.397900803896428	16.4400462168749	0.0802641329369436	0.00100748917033759	0.25113252030795	50.807200130403	0.0385110072995982	633996.883655835	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep64
45	1	3	0.000498154936998376	0.516656375200908	9.47460860721618	0.0767260273004456	0.000986937368645965	0.243662918237222	47.6277856221931	0.0419227482975644	630860.704215022	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep65
70	1	3	0.00050957084983649	0.464303029694102	12.7828450216569	0.0813920928050814	0.00100074111755543	0.220847406378	68.5517642564832	0.0400923988929332	625865.56066776	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep66
106	1	3	0.000492558743970892	0.601995333143291	7.29664964749618	0.0787450795602759	0.000973729705041828	0.255673764559919	40.8923381588729	0.0427015452740814	627510.746746272	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep67
180	1	3	0.000490249457479982	0.493431491112446	8.99873113885999	0.0791224978779711	0.00101664304998062	0.241835866924322	58.0684284721715	0.0379184322232319	633003.665996658	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep68
159	1	3	0.000503257059039827	0.517557075134399	9.49867359319079	0.0801079978094608	0.000979637213453234	0.258609381741604	41.489553458592	0.0390467275911571	630994.872791648	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep69
128	1	3	0.000511083978429044	0.463147153823809	12.1949857943032	0.0804966958120865	0.00100010052008507	0.25216198143825	51.4753905449913	0.0387813489043612	628336.914191067	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep70
153	1	3	0.000509229844473546	0.455462742431831	12.8812661729956	0.0765527207148618	0.000965577523265754	0.272658813279486	34.2206037685934	0.0404371451742483	628653.838021789	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep71
14	1	3	0.000494496882209744	0.521295870578722	9.24781742567576	0.0769890691168758	0.000992688273627253	0.251177372365943	48.015162448502	0.0402639008778647	627205.47160188	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep72
38	1	3	0.000482800012776164	0.63704737437189	6.3134792521913	0.0805620069520261	0.000997907770927851	0.247582368830501	49.7340450978755	0.041032242535653	627845.231316016	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep73
63	1	3	0.000497701256353986	0.493821120788506	10.2262549763458	0.0826558117176917	0.000978395750799978	0.282035682086534	32.3551892755062	0.0398239245285944	633526.538870262	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep74
87	1	3	0.000494360344404584	0.527370059142055	8.94183398001001	0.0788725184758218	0.000965255395359723	0.252704098777744	39.2997746144419	0.0399696994820697	628490.599028281	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep75
158	1	3	0.000501783846644133	0.541110819402062	9.21251602018938	0.081077773152538	0.00101408314749182	0.243835395544021	57.4021801132793	0.0386276992895325	629979.255684152	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep76
146	1	3	0.000508913186812896	0.498240922151176	10.9726416052671	0.0840295731979674	0.000989732303305798	0.254163632219636	45.2356302009597	0.041630811069457	630259.74707293	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep77
136	1	3	0.000498715778651388	0.557891580136242	8.26667173015332	0.0812089448248608	0.00100122862317869	0.23704443613032	58.0192019359547	0.0405160997910755	628809.566666176	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep78
80	1	3	0.000496300563766173	0.591020279132771	7.36345300948433	0.0794996123008273	0.001006285447174	0.247667047302662	51.2466117205977	0.0430307864795287	633632.334058535	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep79
79	1	3	0.00050583474251404	0.475837210672791	11.2783635435099	0.0828637709209765	0.000969553738539785	0.279766136894145	33.6702959882048	0.0399417986525308	629151.164644144	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep80
141	1	3	0.000496028249351115	0.463733144550628	10.5007351897659	0.0839764625432528	0.000996997857550349	0.254066253425863	47.3763542599638	0.0376987868796334	631183.589387956	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep81
71	1	3	0.000502164456135132	0.477624486999129	11.2444456486595	0.0795609094580718	0.00101458825056557	0.256990450402977	52.0438240520835	0.0376156881763911	628722.765126064	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep82
42	1	3	0.000500083100572453	0.487970589204973	10.3736339577863	0.0819498990789042	0.000968252446618897	0.276891466113586	33.6750970938115	0.0380594667956848	629587.074771354	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep83
38	1	3	0.000505392188634249	0.421834312668114	14.6806679250715	0.0761109427225074	0.00103270684238588	0.227696883981556	71.7662399861124	0.0384536865780854	631545.345493832	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep84
62	1	3	0.000492503880512557	0.493088467914875	9.87965412871988	0.082170211019621	0.00101633379984375	0.2563802699613	51.8189813154894	0.0388332198476176	628928.324491616	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep85
43	1	3	0.000503095096445515	0.567254448877259	8.6040414451478	0.080834348082079	0.000991406945100984	0.242679194766188	52.4645989455895	0.0418178776429386	626884.998300394	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep86
124	1	3	0.000505759965815501	0.55806626729472	8.59943263538725	0.0800574589130309	0.00100738838291744	0.265534739116372	45.3101082729675	0.0403006230445207	633998.456902644	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep87
138	1	3	0.000501168410555099	0.570864919267758	8.50421626835723	0.0791018155163699	0.000991596099334109	0.240484172613207	52.2656917527715	0.0408826334804272	628147.138569471	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep88
38	1	3	0.000513829319017905	0.42933165585535	14.273584386863	0.0806812648792001	0.000995819868401773	0.260952211048187	46.6629789450051	0.0396191469044852	627785.497224013	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep89
140	1	3	0.000488102271934426	0.583796796427159	7.34903293866146	0.0751884077470901	0.00101379214278419	0.233663608311708	61.3495618613138	0.0406455504551856	630502.195719209	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep90
30	1	3	0.000498130401051353	0.565423431937018	7.99119296178432	0.0825256102649961	0.00100434749017802	0.246830062335778	55.0822967724091	0.0382079114109042	628200.522216783	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep91
110	1	3	0.000494365330215799	0.598853455662127	7.06971435230148	0.0764377206308341	0.00103761027164965	0.238286453234376	68.5884030916923	0.0385758202905278	633251.964493361	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep92
186	1	3	0.000489933067876802	0.591002912189456	7.32006579223921	0.0763457557120467	0.00101750030427992	0.241333157471608	56.9644729813904	0.0379355178246212	633164.136589921	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep93
184	1	3	0.000498876427673459	0.57832453622564	7.95925081470101	0.0782837702677282	0.000987705950879648	0.242464582727722	49.5766439248952	0.0402561532833691	630086.373887928	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep94
156	1	3	0.000493423830273564	0.49812615008347	9.97035759708562	0.0792814433748351	0.00100856479159459	0.248430621812387	50.5983652998404	0.0423522219751614	631361.963945902	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep95
46	1	3	0.000498594906208043	0.580804590741761	7.85819504274138	0.0837182955869426	0.0010169271145367	0.245756274966389	58.4755898746734	0.0395154625220106	629403.723875022	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep96
195	1	3	0.000506301327327176	0.39800217450091	15.4705258961075	0.0773081448990498	0.00103465296456207	0.237263706279146	68.497453144678	0.0390836668138063	630772.046320387	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep97
67	1	3	0.000509500058800231	0.540777187022742	9.57604954127102	0.077400613786258	0.00101965874541459	0.248005857409483	56.5735229645968	0.041782815979706	632519.005870585	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep98
16	1	3	0.000491497019552076	0.519431017280364	8.4802184446488	0.0784179310377127	0.00100470867464022	0.255421467265638	51.6658720677357	0.036840214310513	627419.688577671	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep99
199	1	3	0.000509318688050024	0.393909149130195	15.67265262369	0.0843623920402664	0.000994841094534483	0.265968771695799	43.5780187017641	0.0396549443268898	629213.729956955	0.0005	0.001	0.5	0.25	10	50	0.08	0.04	full	rep100
