run	imp	exit_code	data_1_theta_1	data_1_gamma_1	data_1_e_1	data_1_theta_2	data_1_gamma_2	data_1_e_2	lnL	sim_theta_1	sim_theta_2	sim_gamma_1	sim_gamma_2	sim_e_1	sim_e_2
19	3	3	2582.22169545181	-9.43840882219123	0	10000	-23.9631940175793	0	68206.6066279994	10000	3000	 -25	 -10	0.0	0.0
25	3	3	10000	-20.2053111229116	1.11022302462516e-17	1913.91365949988	-9.16169079063109	2.22044604925031e-18	68817.4677701092	10000	3000	 -25	 -10	0.0	0.0
34	3	3	5699.40549194074	-11.9146467864755	0	8704.662512814	-38.9412250793291	0	69965.6675783001	10000	3000	 -25	 -10	0.0	0.0
58	3	3	8484.21752682622	-41.3161492532066	2.87103674168065e-15	5815.64345188418	-11.5807828678959	1.44551037806195e-15	69532.0047538095	10000	3000	 -25	 -10	0.0	0.0
33	3	3	8999.09507919609	-24.3194060709802	0.000159854026336996	3830.29386994868	-10.9442150745345	1.50990331349021e-16	71295.3218606264	10000	3000	 -25	 -10	0.0	0.0
69	1	3	2824.73705645133	-9.67225677061089	0	10000	-23.9274012073739	0	70132.0493960287	10000	3000	 -25	 -10	0.0	0.0
23	3	3	9789.86712708486	-23.8213053818121	0	2901.84541796184	-9.93106583522101	0	69463.8494847567	10000	3000	 -25	 -10	0.0	0.0
83	3	3	3093.94867456497	-9.88613027017409	0	10000	-26.381856093933	0	68678.9950565527	10000	3000	 -25	 -10	0.0	0.0
7	3	3	3258.38167288562	-10.3995598395529	0.000352674563507795	10000	-25.603779805906	0	70375.8625199566	10000	3000	 -25	 -10	0.0	0.0
19	3	3	5147.43735000152	-11.5015237566744	4.36450875440642e-14	8505.8064398201	-34.3131168933338	4.13447054370408e-15	68806.1165068396	10000	3000	 -25	 -10	0.0	0.0
81	2	3	9999.99999998011	-32.4747432050278	0.000168207939428024	4157.88585298781	-10.4019925187646	0	70433.7413264065	10000	3000	 -25	 -10	0.0	0.0
66	2	3	8383.08597360243	-29.436176954116	6.08402217494586e-16	4745.17924324072	-11.3935040041244	6.77236045021345e-16	69349.3205721583	10000	3000	 -25	 -10	0.0	0.0
87	3	3	10000	-25.3520294434451	0	3217.86085477391	-10.4441027281965	0	70389.6279983558	10000	3000	 -25	 -10	0.0	0.0
62	3	3	10000	-27.3034313697636	0	3232.40074469195	-10.210395219755	0	68142.9804347389	10000	3000	 -25	 -10	0.0	0.0
41	3	3	9282.91285542354	-23.5407014029321	2.55573340268711e-15	3140.73204819132	-10.2941779484672	1.20126131264442e-15	68847.8491363967	10000	3000	 -25	 -10	0.0	0.0
72	3	3	3090.00911653688	-10.4199637946462	0	10000	-25.2108246003065	0.000144936065178072	69397.908760501	10000	3000	 -25	 -10	0.0	0.0
96	3	3	9999.99999996583	-23.2322920821856	0	2684.96365160726	-9.85060192987516	0	69694.1848354452	10000	3000	 -25	 -10	0.0	0.0
51	2	3	9667.78240333785	-40.2387402514304	4.32986979603811e-16	5080.37486660009	-11.0956939232886	4.01900734914307e-16	69168.4498409408	10000	3000	 -25	 -10	0.0	0.0
15	3	3	3595.77792293398	-10.2954455375012	0	10000	-28.4404088411785	0	69924.8644518215	10000	3000	 -25	 -10	0.0	0.0
61	3	3	9999.9999999971	-24.3285754510027	3.98348021235506e-15	3119.22823523045	-10.7066064610432	0.000340336610885821	70665.5673732432	10000	3000	 -25	 -10	0.0	0.0
52	3	3	10000	-23.0095215564273	0	2665.77009738437	-9.72185138824159	0	70166.4623169954	10000	3000	 -25	 -10	0.0	0.0
60	3	3	2750.76788163717	-9.60941212565123	2.71560551823313e-15	10000	-24.0811566360335	0	69228.5609682831	10000	3000	 -25	 -10	0.0	0.0
87	3	3	10000	-26.256080826921	0	3193.94098719969	-10.0915968640035	0	69370.2351252327	10000	3000	 -25	 -10	0.0	0.0
77	3	3	3163.11350804053	-10.1708730542488	0	9970.07777250537	-25.3951685400809	0.000247117213384362	70019.2362694097	10000	3000	 -25	 -10	0.0	0.0
100	2	3	4991.55934366202	-11.1924354913812	0	7969.64641446498	-30.401543089306	0.000216833479588361	69177.7163023702	10000	3000	 -25	 -10	0.0	0.0
59	2	3	7354.97472807849	-44.4946533781642	1.77635683940025e-17	6969.43342174847	-13.0309670879338	3.33066907387547e-17	69889.0748353906	10000	3000	 -25	 -10	0.0	0.0
63	3	3	3950.59615215725	-11.0143630608785	2.4846791291111e-15	9101.42423927154	-27.4696281982299	4.44089209850063e-18	68640.4211386438	10000	3000	 -25	 -10	0.0	0.0
54	3	3	7969.83264264125	-27.7397957296753	1.96709315503085e-14	4971.42387870291	-11.9820674027704	2.14339657134133e-14	69842.6894109737	10000	3000	 -25	 -10	0.0	0.0
94	3	3	2994.30296701903	-10.2790672452993	0	10000	-24.7861465044116	0	69483.7644169831	10000	3000	 -25	 -10	0.0	0.0
12	3	3	2723.8280439226	-9.84526154522137	6.50056990647596e-05	9811.71814192397	-22.5645207411358	2.42028619368284e-15	70127.4259182075	10000	3000	 -25	 -10	0.0	0.0
