run	imp	exit_code	theta	shape	scale	e	lnL	sim_theta	sim_shape	sim_scale	sim_e	model	rep
42	1	3	0.00448417100204627	0.174387677034425	89.9439625740909	0	177649.984716423	0.005	0.3	50	0.05	reduced	rep62
24	1	3	0.00485064267215977	0.362483770043183	29.5369390243107	0.0538691595090177	176820.989076983	0.005	0.3	50	0.05	full	rep63
26	1	3	0.00446541314851069	0.179366060766063	86.195844245049	0	176089.249899132	0.005	0.3	50	0.05	reduced	rep63
37	1	3	0.00494420526354081	0.307659405171345	44.780024005077	0.0482550501467575	177012.144519926	0.005	0.3	50	0.05	full	rep64
20	1	3	0.00446759919348609	0.177669175986942	87.5982779692145	0	176382.173696487	0.005	0.3	50	0.05	reduced	rep64
38	1	3	0.00493548217532833	0.306340842533823	46.679761069603	0.048928807229731	175379.590201432	0.005	0.3	50	0.05	full	rep65
36	1	3	0.00443976958496483	0.178589169978577	87.7497207846958	0	174752.817871929	0.005	0.3	50	0.05	reduced	rep65
1	1	3	0.00503460064454105	0.31546137320535	45.0276981384607	0.0534706204794134	178283.646496215	0.005	0.3	50	0.05	full	rep66
32	1	3	0.00446539332077305	0.173604796399624	88.3623211631914	0	177513.963901185	0.005	0.3	50	0.05	reduced	rep66
11	1	3	0.00502562558103804	0.309462044050724	48.5240891054555	0.0523156877767609	176565.890508376	0.005	0.3	50	0.05	full	rep67
28	1	3	0.0044531792992422	0.176519744876567	88.5360820959481	0	175846.023778381	0.005	0.3	50	0.05	reduced	rep67
39	1	3	0.00501710940840593	0.303687640670254	51.120786250471	0.0523579817411357	175714.969879067	0.005	0.3	50	0.05	full	rep68
48	1	3	0.00442090376476441	0.174754907381798	88.5640470496348	0	174994.471119021	0.005	0.3	50	0.05	reduced	rep68
34	1	3	0.00498149735202635	0.313305211370361	43.6469777578884	0.0499356148064469	178044.780158221	0.005	0.3	50	0.05	full	rep69
44	1	3	0.00448779625817738	0.177407896936258	87.6665102439938	0	177374.469740513	0.005	0.3	50	0.05	reduced	rep69
32	1	3	0.00519428675712411	0.304122508218669	57.9205905076038	0.0510506723490348	177856.040818794	0.005	0.3	50	0.05	full	rep70
